,0,1
0,요즘,0.9996103550326418
1,보통,0.3085162258427802
2,집,0.9231819019879274
3,에서,0.7587884475376584
4,하고,0.9494392220433123
5,지내다,0.34660791589543294
6,원래,0.4314771435400968
7,순이,0.41553417324689446
8,인데,0.9865029508514961
9,살,0.7466915398800679
10,있다,0.20549779570774904
11,그래서,0.9632405079846338
12,아이,0.9992952084714531
13,몇,0.8539212621414832
14,주전,0.08566115513206862
15,부터,0.9916006443490482
16,취미,0.9420820659712053
17,보석,0.016424225357291794
18,십자수,0.0
19,를,0.29425459420203565
20,시작,0.9791828335919217
21,사실,0.8425848558861632
22,걸,0.9863557168966736
23,이유,0.5690903947160535
24,참전,0.050282744099897206
25,디즈니,0.5810230647215371
26,만들다,0.9930440304034579
27,싶다,0.9395294330808361
28,사,0.7545944872271844
29,달라,0.6151555736861652
30,졸라,0.08566115513206862
31,사주다,0.38216823888016055
32,재미,0.7915520796688084
33,하루,0.8799735189752592
34,한두,0.24557581444349927
35,시간,0.8527587298016238
36,씩,0.9993416486789006
37,생활,0.9926789432279547
38,처음,0.9990025440781267
39,에는,0.9975513472642794
40,이렇게,0.9863557168966736
41,컬러,0.8539212621414832
42,별로,0.8367118959803507
43,없다,0.8527587298016238
44,생각,0.9342756058389254
45,많이,0.9822228026414781
46,스트레스,0.38216823888016055
47,많다,0.9470372666928316
48,너무나,0.3991078889421135
49,힐링,0.6151555736861652
50,되다,0.4396976175207247
51,같이,0.9554298949473784
52,서서,0.050282744099897206
53,심심하다,0.6469701420368849
54,그렇다,0.993949316523776
55,않다,0.8082175768928734
56,주어,0.2226982396540071
57,좋다,0.7347734416653544
58,피글렛,0.08566115513206862
59,고르다,0.9230647082239246
60,니까,0.6766656472388195
61,너무,0.8784318609138446
62,이쁘다,0.8848075896708223
63,만,0.8450360616189356
64,해도,0.6260074184020745
65,포스팅,0.7623222402951089
66,과정,0.34660791589543294
67,암튼,0.24557581444349927
68,분,0.9969298470828029
69,좀,0.9990025440781267
70,작다,0.9998092596650932
71,사이즈,0.9999929796281899
72,색깔,0.6366098323440439
73,적다,0.6260074184020745
74,추천,0.9526384452764196
75,드리다,0.9436849461901852
76,이다,0.6351529024644309
77,쉬엄쉬엄,0.3085162258427802
78,걸리다,0.99859243442147
79,같다,0.583557592034431
80,그리고,0.9904446427447269
81,요건,0.41553417324689446
82,두번째,0.49091101133524095
83,정말,0.9764170253827936
84,화려하다,0.4620172789299358
85,끝,0.9656596391370261
86,보여주다,0.34660791589543294
87,엄청,0.824544832165073
88,다양하다,0.9029500452958641
89,이랑은,0.050282744099897206
90,완전,0.7132490867711121
91,차원,0.11727043111063558
92,다른,0.9783074462252127
93,도안,0.9836577737753551
94,커서,0.3646811961100039
95,오다,0.9962972706532762
96,집중,0.9865029508514961
97,그래도,0.9372217162060985
98,뿌듯하다,0.8848075896708223
99,풀리다,0.24557581444349927
100,라서,0.730344670105919
101,좋아하다,0.9981107023487816
102,꺼,0.3646811961100039
103,인터넷,0.446963533529364
104,으로,0.510594505864828
105,주문,0.9267610167919962
106,근처,0.3279036375207641
107,대형,0.5314847339140445
108,문구점,0.24557581444349927
109,사다,0.9113283536492904
110,자기,0.5314847339140445
111,거의,0.6469701420368849
112,다,0.6892014860018565
113,가격,0.7915520796688084
114,두다,0.9962294338647741
115,만원,0.24557581444349927
116,대로,0.5810230647215371
117,저렴하다,0.6260074184020745
118,박스,0.6151555736861652
119,구,0.9999389490780696
120,성품,0.9071956093312991
121,소개,0.666991700068285
122,위해,0.7623222402951089
123,설명,0.6469701420368849
124,볼,0.5568638307152577
125,번,0.9946053237300919
126,그리다,0.5926719569108099
127,알,0.8799735189752592
128,꺼내다,0.6151555736861652
129,그림,0.9985519798416552
130,이라서,0.5443325092990764
131,실망하다,0.050282744099897206
132,서도,0.2674339395066548
133,캔버스,0.9267610167919962
134,되어다,0.8887750146505216
135,편하다,0.8750165287227546
136,작업,0.9850285948141558
137,제품,0.9153498023954401
138,원단,0.1986586102683627
139,으로만,0.14626682046938436
140,후기,0.7545944872271844
141,조금,0.9526384452764196
142,불편하다,0.38216823888016055
143,살때,0.050282744099897206
144,구입,0.8750165287227546
145,비즈,0.8249939146235193
146,도구,0.7984557273617552
147,숫자,0.7698784464870496
148,안내,0.11727043111063558
149,종이,0.5926719569108099
150,거,0.9759187294607337
151,헷갈리다,0.2674339395066548
152,중간,0.6861229465667403
153,열심히,0.8306993565502171
154,붙이다,0.8331357884340639
155,다시,0.9656596391370261
156,떼다,0.8539212621414832
157,대,0.5926719569108099
158,참사,0.050282744099897206
159,겪다,0.050282744099897206
160,꼼꼼하다,0.5314847339140445
161,보고,0.9764170253827936
162,자다,0.8640220836779876
163,해,0.9818344209756196
164,와,0.9791828335919217
165,달리,0.3279036375207641
166,엄청나다,0.3279036375207641
167,갯수,0.2226982396540071
168,총,0.4314771435400968
169,개,0.9791828335919217
170,색갈,0.050282744099897206
171,들다,0.6944110499562492
172,도망가다,0.08566115513206862
173,트레,0.3991078889421135
174,이랑,0.8117997805818965
175,전용,0.6040465147069096
176,펜,0.9899665490043167
177,고체풀,0.9990025440781267
178,보섯,0.08566115513206862
179,법,0.49091101133524095
180,팬,0.5047882554344237
181,꾹,0.6260074184020745
182,찍다,0.9899665490043167
183,살짝,0.8941141481107353
184,준,0.6151555736861652
185,뒤,0.7132490867711121
186,고정,0.446963533529364
187,방식,0.3279036375207641
188,이에요,0.8593891342049127
189,접착,0.7772666044762381
190,면,0.9369271806682573
191,때문,0.9303517357210298
192,붙다,0.9999389490780696
