id,reviewServiceType,reviewType,reviewContent,createDate,channelServiceType,reviewScore,productName,productOptionContent
3207576375,SELLBLOG,AFTER_USE,2번째 구매예요. 저번보다 멋진 그림 골라서 기대했는데 비즈 상태는 첫번째때가 더 좋은것 같아요ㅠ 불량 비즈가 좀 있네요ㅠㅠ 그래도 멋있게 완성 중에 있습니다. 다음번에 취미생활 할 시간 있음 또 방문하겠습니다~~^^,2021-06-29T08:55:08.330+0000,STOREFARM,4,비트백 DIY 보석십자수 BITVAC,제품번호: 045~078 ) 풍경화2 / 제품명: 55_대항해시대
3209712175,SELLBLOG,NORMAL,"재구매에 재구매 반복중...
타사보다 색상이 다양해서 완성했을때 두배 더 행복해요.
비트백이 타사보다 조금 더 가격이 높지만 완성해서 걸어두면 하나도 아깝지 않아요.
더 좋은 상품 기대할께요",2021-07-02T04:55:39.660+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 139~185 ) 정물화 / 제품명: 181_리멤버
3209711732,SELLBLOG,NORMAL,"재구매에 재구매 반복중...
타사보다 색상이 다양해서 완성했을때 두배 더 행복해요.
비트백이 타사보다 조금 더 가격이 높지만 완성해서 걸어두면 하나도 아깝지 않아요.
더 좋은 상품 기대할께요",2021-07-02T04:55:05.831+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 045~078 ) 풍경화2 / 제품명: 60_마을시계탑
3209711160,SELLBLOG,NORMAL,"재구매에 재구매 반복중...
타사보다 색상이 다양해서 완성했을때 두배 더 행복해요.
비트백이 타사보다 조금 더 가격이 높지만 완성해서 걸어두면 하나도 아깝지 않아요.
더 좋은 상품 기대할께요",2021-07-02T04:54:21.210+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 139~185 ) 정물화 / 제품명: 184_아워스set02
3209715169,SELLBLOG,AFTER_USE,"아워스 
어딜 걸어놔도 이뻐요
딴거 걸어야해서 다른곳에 걸어뒀는데 나눠 걸어도 화사하니 이쁘네요",2021-07-02T04:59:28.952+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 139~185 ) 정물화 / 제품명: 185_아워스set03
3186635495,SELLBLOG,NORMAL,카페테라스는 진짜 오래 걸렸어요ㅎㅎ 상자에서 꺼내기 귀찮아서 잘 안했거든요~ 근데 일단 꺼내서 한 번 시작하면 멈추기 힘들어요 너무 너무 재밌구요 고민이나 우울함이 사라져요..서너시간씩 해도 지루한 게 없어요 고흐의 장미도 샀는데 화사하고 예쁠 거 같아요^^ 여름에 시원해 보일 거 같아서 골랐어요 얼른 하고 다른 것도 하고파용,2021-05-30T14:49:28.902+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 139~185 ) 정물화 / 제품명: 150_고흐의 장미
3199877783,SELLBLOG,NORMAL,"두개를 이어서 해서 너무 힘들었지만
하고나니 엄청이뻐요 저번에 구매하고 이뻐서
재구매했어요",2021-06-18T02:34:18.812+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 001~044 ) 풍경화1 / 제품명: 31_해바라기밭
3205187504,SELLBLOG,NORMAL,"보석이 반짝거리고 너무 이뻐요!!  
벌써 많이 했답니다.",2021-06-25T11:39:30.075+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 001~044 ) 풍경화1 / 제품명: 37_라벤더마을
3210502243,SELLBLOG,NORMAL,이번이 여섯번째예요,2021-07-03T07:30:46.050+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 139~185 ) 정물화 / 제품명: 148_무지개해바라기
3208555453,SELLBLOG,AFTER_USE,한쪽벽이 레벨업 되었습니다.,2021-06-30T13:16:08.466+0000,STOREFARM,5,비트백 DIY 보석십자수 BITVAC,제품번호: 045~078 ) 풍경화2 / 제품명: 51_와인과 바이올린
