,배송,완성,아이,구매,비즈,시간,보석,주문,도안,가격,십자수,생각,액자,그림,하나,선물,취미,제품,처음,하루,상품,포장,사이즈,집중,정말,퀄리티,작품,다른,마음,구입,여기,캔버스,진짜,다음,브릭,시작,아주,요즘,불량,완전,사은,지퍼,조금,이번,엄마,보관,크기,사진,최고,성품,디자인,금방,사용,클래스,바로,코로나,다시,해바라기,보고,생활,서비스,도착,계속,도구,친구,한번,딸아이,리뷰,종류,그냥,재미,기분,정도,부분,벌써,색감,추천,조카,구성,집콕,타입,케이스,중독,상태,만족,기대,가성,도전,얼른,비닐,추가,두번째,색상,가지,때문,품절,커서,후기,동안,다만
noun_count,1546,1364,1047,927,925,840,720,684,528,477,473,458,443,423,376,350,340,311,279,260,257,251,250,248,233,219,213,211,207,202,188,188,188,179,173,160,157,155,148,148,147,147,144,141,140,133,130,124,123,120,114,114,113,111,110,109,108,107,107,103,103,102,101,101,100,99,97,96,92,91,90,88,88,87,85,85,84,84,82,82,81,80,80,79,79,78,78,76,76,75,74,74,74,74,73,72,71,70,69,68
