,배송,구성,아이,포장,아두이노,사용,키트,교재,가격,구매,제품,공부,부품,아주,설명,성품,정말,코딩,아들,상품,처음,센서,가성,입문,약과,구입,작동,매우,주문,생각,초보자,하나,만족,시작,이해,조금,기본,모두,불량,교육,내용,도착,다른,대비,물건,추가,마음,수업,문제,추천,도움,가지,감사,기초,바로,선물,다음,부분,다시,상태,연습,케이스,최고,완전,보드,포함,블루투스,다만,조카,정리,품질,일단,개별,여러가지,혼자,내용물,서비스,학교,상자,듭니,정도,확인,실습,종류,테스트,사람,누락,진짜,모듈,활용,학년,도전,책자,덕분,차근차근,관심,박스,시간,리뷰,번창
noun_count,585,224,165,144,131,120,111,110,102,101,93,93,92,88,76,75,62,56,55,54,54,51,50,49,48,43,43,42,40,39,36,34,33,31,31,30,30,27,27,26,25,25,25,24,24,23,22,21,21,21,21,21,21,20,20,20,20,19,19,19,19,19,19,18,18,18,18,18,18,17,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,12,12,12,11,11,11,11,11,11,10,10,10
