id,reviewServiceType,reviewType,reviewContent,createDate,channelServiceType,reviewScore,productName,productOptionContent
3194753410,SELLBLOG,NORMAL,"아이들과 함께하려고  너무 어렵지 않은걸로 선택했어요^^
11살7살 아들들 은근 집중력있게  잘하네요
완성해서  걸어보았답니다
큰아들이 더 크고 어려운걸로  주문해달라고 하네요~  이번엔 뭘 주문해볼까 고민해봐야겠어요 아이들과 하기좋은 아이템 추천합니다^^",2021-06-10T14:28:31.136+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 01_보석십자수 25X25 인기상품 / 선택2: A-04 사랑나무 1
3197406365,SELLBLOG,NORMAL,"가끔 색깔이 다른 비즈가 섞여있기도 하고 크기나 커팅이 제대로 안된 것도 있었지만 양이 넉넉해서 문제는 없었습니다
이걸 첨 하다보니 맨 첨에 색상보고 숫자 맞춰야하는 줄 알고 멘붕왓는데 알고보니 봉지에 색깔숫자가 적혀있더군요 .. 혹시나 첨하시는 분들은 참고하시면 좋겠네요
보석십자수는 실력에 상관없이 완벽한 퀄리티의 결과물을 만들어낼 수 있다는게 맘에 들었습니다
하는 동안은 시간가는 줄 모르고 했어요
근데 어깨 허리 목이 넘 아파서 하루에 오래는 못하고 틈틈히하다보니 좀 오래 걸렸네요
색깔은 쨍한걸 하니 반짝임이 사는 것 같습니다
재료들은 모두 넉넉했어요~~~~",2021-06-14T20:56:26.358+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 15_보석십자수 40X50 랜드마크 / 선택2: O-01 에펠탑 하트
3191449486,SELLBLOG,AFTER_USE,"한번시작하면 시간 가는줄 모르고 계속하게 되네요
큰사이즈 구매했는데 일주일만에 완성했어요
예전에 오프라인 매장에서 다른것도 해봤다가
두번째는 여기서 큰 사이즈 있어서 구매한건데
아트조이가 훨씬 만족스럽네요
옆면에도 색상이 그림과 이어져서
완성하고 걸어뒀을 때 훨씬 이뻐보여요
두개 완성작 놓고보니 차이가 확실히 느껴지네요
그리고 보석 퀄리티가 훨씬 좋고 
불량률이 없어서 작업할 때 편했어요
깨진 것들이 있으면 걸러내면서 해야 되서 불편한데
여긴 보석이 깨진것도 없고 컷팅이 잘되어있어요
앞으론 여기꺼만 해야겠네요
만족스럽습니다",2021-06-06T06:06:27.935+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 15_보석십자수 40X50 랜드마크 / 선택2: O-08 런던브릿지
3205937617,SELLBLOG,NORMAL,취미생활을 뭐가좋을까 찾다가 보석십자수 라는걸 처음 발견하고 사봤는데 다른후기들처럼 어깨가 아프긴 하더라고요 그래서 며칠에 걸쳐서 했어요 비즈는 하나씩 끝낼때마다 버렸었는데 나름 잘봤다고 생각했는데 하나씩 안채워진게 보이더라구요ㅠㅎㅎ다음에 할땐 안버리고 모아놔야겠어요.. 완성된모습은 사진에서 봤던 그대로라서 너무 만족스럽구 벽에 걸어놓으려구요!주문제작도 할수있던데 친구들한테 선물하기도 좋을거같구 힘든만큼 만족도가 좋아서 해바라기 모양으로 또 구매하려구욯ㅎ,2021-06-26T15:02:34.747+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 01_보석십자수 25X25 인기상품 / 선택2: A-04 사랑나무 1
3210394823,SELLBLOG,NORMAL,작품을 자주 만들다보니 이번엔 보관케이스도 같이 구입했어요. 작품 만들 때보단 남은 비즈 보관용으로 샀는데요 작품 만들 때 써보려고 이번엔 지퍼백 대신 여기에 넣었어요. 좀 더 편리하기도 하고 무엇보다 투명통에 넣어 놓으니 너무 예뻐서 기분이 좋아집니다. 통 하나 당 크기는 생각보다 작은편이고 뚜껑 안 닫히는 불량이 몇개 있고 전체 케이스는 그렇게 견고하지 않으니 참고하세요.,2021-07-03T04:59:20.700+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 21_액자/보조아이템 / 선택2: U-05 비즈 케이스
3186120920,SELLBLOG,NORMAL,"와우!
너무 멋진거 아녜요??????
타사꺼 백호 했었는데 그것보다 더 멋져요.
굿!
호랑이 기운이 너무 넘쳐도 안좋대서
하나는 오빠네 선물하려구요.
3+1끝내고 또 다른거 고르러 왔는데,신제품이 많네요.
좋구로~^^
패브릭형에 한국도가 있던데, 액자형도 한국적인 그림이 좀 더 다양했음 좋겠어요.",2021-05-29T17:38:04.146+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 05_보석십자수 50x40 E / 선택2: E-10 맹호
3197035458,SELLBLOG,NORMAL,"배송이 엄청 빠른게 일단 맘에 들어요.
다른곳에서 구매한것과는 다르게 뭔가 느낌이 부드럽다고 해야할까요?위에 덥여있는 비닐도 너무 얇지 않고 비즈 색깔도 선명하고  이뻐요.엄청 맘에 드는건 비즈 봉투를  넉넉히  많이 주시는것과 부재료를  너무 잘 챙겨주시네요.다는 곳에 구매했을땐 봉투가 몇장 되지도 않아서 따로 다이소가서 구매하고 일일이 숫자를 적는 노동이 따랐는데 여긴 숫자 스티커까지 넣어 주시는 꼼꼼함에 반했어요.담엔 여기서만 구매할 예정입니다.더 좋은 신상   많이 들어 왔으면 해요~^",2021-06-14T05:08:27.240+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 15_보석십자수 40X50 랜드마크 / 선택2: O-01 에펠탑 하트
3206167506,SELLBLOG,NORMAL,"잘도착했습니다. 보석도 다 잘왔구요. 먼저
입문으로 아트조이꺼 구매해서 했는데 너무너무 재미있어서 또 주문했어요. 다른데꺼 살까 했지만 후기보니까. 뭐가빠졌네. 틀어졌네 해서 아트조이꺼로만 구입해야겠다했어요ㅋㅋ 열심히 만들고 한달후기 또 남기겠습니다^^",2021-06-27T04:19:31.119+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 16_보석십자수 40X50 풍경 / 선택2: P-14 해뜨는 라벤더밭
3190389375,SELLBLOG,AFTER_USE,"여러개를 구매해서 천천히 하려고 놔두고는 까보지 않았던 제탓도 있겠지만,, 배송중에 그랫는지 박스부터 깨져있고,, 깨냈더니 비닐도 찢어져있네요.. 이건 그렇다쳐도 나무를 얼마나 세게 결합했는지 못이 튀어나와있는데,, 이건 작품을 만들어도 티날것같아서.. 어찌해야할지 모르겠네요ㅜ 작품 여러개하면서 이런건 처음이라,,ㅠㅠ 반품시기도 지나서ㅠ 속상합니다ㅠ",2021-06-04T11:45:25.814+0000,STOREFARM,2,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 03_보석십자수 30x40 C / 선택2: C-23 행운꽃사슴 5
3208546730,SELLBLOG,AFTER_USE,어머니가 아트조이 피포페인팅 한동안 푹 빠져서 열심히 하시다가 살짝 질려하시는 것 같아서 보석십자수로 사드렸는데 취미생활로 잘 즐기고 계십니다요^^ 제가 공부할때 쓰던 독서대에 올려서 하시니까 목도 덜 아프시다고 하시네요! 다들 독서대에 올려서 해보세용,2021-06-30T13:05:02.323+0000,STOREFARM,5,아트조이 DIY 보석십자수 캔버스형 25x25 30x40 50x40,선택1: 13_보석십자수 40X50 인기상품 / 선택2: M-09 푸른 해바라기밭
