,배송,완성,시간,구매,비즈,아이,주문,보석,생각,선물,그림,취미,십자수,하나,집중,작품,액자,엄마,포장,코로나,제품,상품,처음,정말,구입,불량,아주,시작,생활,요즘,이번,사이즈,중독,도안,두번째,완전,조금,집콕,마음,색감,딸아이,다른,벌써,다음,퀄리티,진짜,계속,상태,한번,만족,여기,사진,재미,가격,최고,사은,크기,해바라기,접착,성품,때문,정도,기대,항상,작업,지금,구성,품절,큐빅,바로,다시,도전,얼른,부분,보고,색상,캔버스,금방,친구,하루,디자인,나무,추천,부엉이,커서,달라,도착,어깨,동안,매우,색깔,사용,다만,구슬,기분,세번,허리,추가,몇개,거의
noun_count,3000,2648,2357,1585,1506,1446,1252,952,833,826,735,677,673,577,561,535,520,505,459,438,429,408,380,373,373,354,339,337,329,325,316,310,310,307,294,276,267,267,259,240,239,237,224,221,216,215,215,205,201,196,186,185,183,182,182,181,180,180,176,172,165,154,154,151,150,148,146,144,143,141,140,140,140,139,135,132,129,123,120,118,118,117,115,114,113,113,111,109,107,107,107,106,104,103,102,101,99,98,98,97
